feature,train_coeff
off_0,-0.011519406316182318
off_1,1.1085574564818772
off_10,-0.34333796785442056
off_100,0.3305961540609111
off_101,-0.6685671751832322
off_102,0.0
off_103,1.0537552602317546
off_104,-0.02808632863498264
off_105,1.839452862230379
off_106,-0.2919625334096889
off_107,-0.07874686847822075
off_108,0.40453939755384294
off_109,0.4611054156998958
off_11,-1.521816840299758
off_110,0.95251214625179
off_111,-0.5807666103789187
off_112,-0.3751398617595926
off_113,-1.5724778058728404
off_114,-1.0806484329198385
off_115,-0.061102030837554624
off_116,-0.8868531521481412
off_117,-0.330337922958205
off_118,-0.5224084688932066
off_119,0.39980046742746433
off_12,-0.5971518495345436
off_120,0.365957576190098
off_121,0.26717970314535255
off_122,-0.7884943386767328
off_123,-1.8655448611545946
off_124,0.0
off_125,0.37037974685318154
off_126,-1.5589501689355652
off_127,0.054470376829506145
off_128,-0.7350624855851179
off_129,0.6915300960664745
off_13,-0.17432360225359103
off_130,-0.766721077041274
off_131,0.4387269100548308
off_132,0.04127953619949496
off_133,-0.41505891313959603
off_134,0.1677726813617412
off_135,-1.1093953227610227
off_136,1.0285832104948223
off_137,-0.14052512244101573
off_138,0.8530893211910037
off_139,1.3425556835485426
off_14,0.36871045118673773
off_140,0.473992610118075
off_141,-0.009622270119512924
off_142,1.3659242180035533
off_143,1.9349897130590556
off_144,1.511313912255459
off_145,1.0536646585908809
off_146,-0.15839223407124461
off_147,-0.33150291719427716
off_148,-1.037822994373328
off_149,0.47374104424994573
off_15,0.05714217371305706
off_150,1.2557359601249072
off_151,0.6041923476007136
off_152,-0.6432067209815642
off_153,-1.7522815469663673
off_154,0.3036091320500236
off_155,-0.05875104885368584
off_156,0.4180818983133359
off_157,1.1469764023923756
off_158,0.0
off_159,-0.8512382123868047
off_16,-0.8706594732949261
off_160,0.3423082607137928
off_161,-0.46609980723169303
off_162,0.0008757234247372084
off_163,1.0346033356683555
off_164,0.3411203993204427
off_165,-1.031897592000927
off_166,-0.3348013833785524
off_167,0.24916105579578926
off_168,-0.8458089781104082
off_169,-0.5120190461574524
off_17,0.4334538192710553
off_170,-0.3080730478298673
off_171,0.24436750647419817
off_172,-0.24260563706904484
off_173,0.2344073588809903
off_174,0.666638148159646
off_175,-1.853871060326134
off_176,0.1607521744724656
off_177,0.444169655666517
off_178,-1.0566015545363185
off_179,-0.4854024340729338
off_18,-1.0060410756006812
off_180,0.7744251591366812
off_181,-0.6672943408448816
off_182,-1.690085753523611
off_183,0.8117613707662734
off_184,0.8841354730183961
off_185,-1.1628363828305455
off_186,0.5628123417041897
off_187,0.5489992190548534
off_188,-1.7440219165163398
off_189,0.5203252585836721
off_19,0.6064259253271389
off_190,-0.721335781220473
off_191,0.17108244964307806
off_192,0.43057172336735255
off_193,-0.21312424240860264
off_194,0.3820795372590096
off_195,-0.8474885435742778
off_196,-0.9781561911110659
off_197,0.6034072570917939
off_198,0.16878655015072835
off_199,-0.19165695010593528
off_2,-0.9001440784925208
off_20,0.24190064680562987
off_200,-0.6265731238605392
off_201,0.5759117592852266
off_202,1.455527580002576
off_203,-0.5074778451703824
off_204,-0.47038284959671905
off_205,0.17233366802900452
off_206,-0.005164779504773435
off_207,0.7824545252501348
off_208,-0.43947207765828505
off_209,-0.10506022224699428
off_21,-0.2689050301797198
off_210,-0.09630586795994854
off_211,-0.5029867023682382
off_212,0.4863182819028081
off_213,0.14805782973911358
off_214,-1.155082991596021
off_215,-0.11075160517032406
off_216,1.6400671185194753
off_217,0.6560552072109894
off_218,0.2734999618912937
off_219,0.1760157940872546
off_22,0.5466216930711517
off_220,0.1216674636457778
off_221,-0.07105668455608415
off_222,0.2623734637537789
off_223,0.27137367273184265
off_224,-1.256961083263848
off_225,0.34739694410431454
off_226,-0.625950419920931
off_227,0.33202502653215954
off_228,0.6048336938687223
off_23,-0.43021371302722144
off_24,-0.4244637241806247
off_25,-1.4972634100320774
off_26,0.8189426677489988
off_27,0.0
off_28,0.07188254650111661
off_29,-1.8457333440226364
off_3,0.78686732806515
off_30,0.075550214296456
off_31,-0.8254099747367355
off_32,-0.46728348448458207
off_33,0.0
off_34,0.7126372056037543
off_35,0.251705891423339
off_36,0.19042522186733316
off_37,-1.2331902462135758
off_38,0.868236010153303
off_39,-0.2505261509090683
off_4,-0.44477344440817035
off_40,0.17468296289575674
off_41,-0.3761259658830648
off_42,0.5120806181696657
off_43,-0.7442880235874455
off_44,-0.6454482180362907
off_45,-1.0919820882287021
off_46,-1.0410190457883715
off_47,0.4231085286996314
off_48,-0.5399161889627102
off_49,-0.8549507136535576
off_5,-1.0388310283430429
off_50,-0.1075046923001434
off_51,-0.4160477498235842
off_52,1.109590872676381
off_53,-0.20476058562405675
off_54,-0.44096292308185164
off_55,-0.5539679757817728
off_56,1.3551838503791018
off_57,2.194225773585332
off_58,0.7449037862172688
off_59,-0.08420665324528824
off_6,0.44065656776300816
off_60,-0.6855954518969993
off_61,1.5248174834477581
off_62,0.1788365886303359
off_63,0.530919481379297
off_64,0.5826918273008969
off_65,-0.7384595911533769
off_66,-0.4679184651536958
off_67,1.698520259524945
off_68,0.39677356250970086
off_69,0.45838771284745405
off_7,0.6904559137573623
off_70,0.18639683572079785
off_71,0.307780235074672
off_72,-0.017377838994958452
off_73,0.12461381605899728
off_74,-0.23671200435623554
off_75,-0.3067447546447701
off_76,-1.552330160427764
off_77,-0.6062116498341927
off_78,0.3828960399668684
off_79,0.7684352864165064
off_8,-0.43542619010960965
off_80,-0.19849060568442106
off_81,0.026427402018664087
off_82,1.2421275877975158
off_83,1.3257252654387697
off_84,0.0
off_85,-0.7009273293975424
off_86,0.32082538630867147
off_87,2.529495114877601
off_88,0.12638904686727168
off_89,-0.284078093744375
off_9,0.20946006241987822
off_90,0.7913692222165213
off_91,-0.7734234257452266
off_92,0.4831809271409273
off_93,-0.06809565304010053
off_94,0.885952668554621
off_95,-0.6735842708779606
off_96,0.17901490916057353
off_97,0.9603886628951428
off_98,-0.09720376935101312
off_99,-1.3721616567264943
def_0,0.4068746600129966
def_1,-0.3535934663698596
def_10,0.6775364373165447
def_100,-0.45728371182895233
def_101,1.4831740146485044
def_102,0.0
def_103,-0.6552424232481778
def_104,-0.7780908112109753
def_105,-1.3735194894294984
def_106,-0.7117001644705888
def_107,0.11703222202061697
def_108,-0.30378955864383017
def_109,-0.6240444278269465
def_11,1.4045283511999145
def_110,-0.7253487131739913
def_111,0.27303369928587223
def_112,0.3384404050869796
def_113,-0.7419740597582561
def_114,0.38014630169706265
def_115,-1.0684315965968973
def_116,-0.6550034472434193
def_117,-0.9965787813458686
def_118,-0.0930613618945218
def_119,0.48092639239160206
def_12,-0.337319543782905
def_120,0.5744432865733222
def_121,-0.02361049017661527
def_122,-1.2935277393556002
def_123,2.1573431112940207
def_124,0.0
def_125,-1.1348762672440267
def_126,1.5872604127930825
def_127,0.863287191663076
def_128,0.09976991898403618
def_129,0.4624094088435378
def_13,-1.3077173995218818
def_130,-0.24228508976745936
def_131,2.296746227727026
def_132,-0.3642548672907283
def_133,-0.6651542592639094
def_134,-0.5136341276677673
def_135,-0.666728445857051
def_136,-1.1787311021583804
def_137,-0.7624794149147591
def_138,-1.7420674802535026
def_139,-1.0975662114488258
def_14,-0.8367669237886541
def_140,-0.7012813201870213
def_141,-0.3733846147673649
def_142,-0.7252074082508067
def_143,-0.9175046551673468
def_144,-0.3650477385229692
def_145,-1.4507735673149684
def_146,-0.5882069080814772
def_147,0.9382021915026671
def_148,2.009806573580196
def_149,-0.07343620396098256
def_15,-0.7418311408392262
def_150,-0.04773208210811684
def_151,-0.13618105162520167
def_152,1.2414420994555182
def_153,0.20499526939237392
def_154,-0.8017013147848411
def_155,0.6798987539232126
def_156,-0.8593198052101234
def_157,-0.31940798858541924
def_158,0.0
def_159,-0.6042771718425936
def_16,0.09623278341543615
def_160,1.2449630944406986
def_161,-0.06226716396045156
def_162,-0.25694641118297656
def_163,-0.6427329579304542
def_164,-0.9772150711370043
def_165,0.23549481273507805
def_166,0.15976454137023846
def_167,0.16549889843210186
def_168,0.470071911635803
def_169,-1.2505961094099403
def_17,-0.11514969404785871
def_170,0.2944978367447756
def_171,0.5485003274201371
def_172,0.8685737781918337
def_173,0.2705782634443984
def_174,0.8391723725858683
def_175,0.9130907987837735
def_176,-0.6269945941233909
def_177,-0.5930282114437604
def_178,0.24849574315238093
def_179,0.8188256627095244
def_18,0.8666745888674571
def_180,-1.2527583488798784
def_181,1.5109003244405868
def_182,0.7250623364311737
def_183,-1.3482677573757316
def_184,-1.1134309617789666
def_185,1.44099799376527
def_186,-0.2426486435179793
def_187,-0.4990733770208323
def_188,0.5781495576117893
def_189,-0.3461506847991525
def_19,0.10559940131386111
def_190,0.5623550803350729
def_191,-1.0884289349474319
def_192,-0.8542668562339625
def_193,0.12901623738302276
def_194,0.3148337269743082
def_195,-0.29969765159612527
def_196,-0.5205965518190333
def_197,-0.3293884832339109
def_198,-1.5306193476086374
def_199,-0.2930040949703956
def_2,-0.03371370590403768
def_20,-0.3825151486594702
def_200,-0.11354035737106664
def_201,0.046960134399577996
def_202,-0.378435517081558
def_203,-0.11834161801026584
def_204,-0.0604523415920647
def_205,-0.22582528681195022
def_206,-1.706473674824734
def_207,0.12950915781167419
def_208,0.7121847656257803
def_209,1.5931174838840723
def_21,-0.5460655181012147
def_210,-0.29177320535629436
def_211,0.6988414983229954
def_212,-0.08256242812661861
def_213,-0.8006337796893176
def_214,1.394989120743347
def_215,-0.5970475330640614
def_216,-0.7910962855408097
def_217,-0.5749854751189174
def_218,0.19638945462433877
def_219,-0.4116649208036626
def_22,2.682866558958115
def_220,0.780334532867235
def_221,1.562061832083557
def_222,-0.4602107404806869
def_223,0.16982573057542588
def_224,0.28055098501356457
def_225,-0.8648621291683786
def_226,1.8933154984804372
def_227,-0.31391023609946306
def_228,0.41879352583627993
def_23,0.15386598578622424
def_24,-0.5121410401537635
def_25,1.7666311298767807
def_26,-0.33859663351147284
def_27,0.0
def_28,-0.6167985374354429
def_29,0.9588291621289698
def_3,-1.3876428817157391
def_30,0.273629624277748
def_31,1.8691136034332867
def_32,-0.595018534446281
def_33,0.0
def_34,-0.1586678612015056
def_35,-0.9998455441171296
def_36,-0.3577399837190487
def_37,0.9140135501141531
def_38,0.074056345733497
def_39,-0.4158749963503041
def_4,0.6850174449372409
def_40,1.4042411455981159
def_41,1.9521622308239202
def_42,-1.2920634090411214
def_43,2.1201928044460274
def_44,-0.8760327775127915
def_45,1.0802190152524689
def_46,-1.4855339711054683
def_47,2.0312116792804393
def_48,0.854630288176379
def_49,-0.2730654997590807
def_5,1.0886035167880221
def_50,-0.9952314814724474
def_51,0.48932375596632055
def_52,-0.4789778226863996
def_53,-0.014877368252874713
def_54,-0.2635599039868894
def_55,-0.3518680180899564
def_56,-1.114468253452179
def_57,0.9741111299134854
def_58,-0.34442727713369353
def_59,1.0014074646808866
def_6,0.167590269102947
def_60,0.5149064905310976
def_61,-0.8415138265412982
def_62,-0.041771622834910614
def_63,-0.4383408974749279
def_64,-0.1381707208311275
def_65,1.2035703321904918
def_66,0.2589449699909868
def_67,0.96713967794842
def_68,0.5036822530469522
def_69,1.3820085175535393
def_7,-0.9043505104484965
def_70,-0.1289564663499525
def_71,-0.5763773035089587
def_72,0.5676772448947877
def_73,-0.4391204575334516
def_74,1.542979726054521
def_75,-0.3487593052479163
def_76,1.6464757768542377
def_77,-1.441266814391833
def_78,-0.7797095428830696
def_79,2.1837469320679186
def_8,-1.0769355430329963
def_80,-0.4637061214638619
def_81,-1.115673318067324
def_82,0.17670555352739953
def_83,-0.9454823422271095
def_84,0.0
def_85,0.6461876930766626
def_86,-0.2917290141304359
def_87,-0.08999898820036106
def_88,1.6558601200424325
def_89,0.12494249494773489
def_9,-1.0611786372247611
def_90,-0.1677673255998524
def_91,0.12813867873709903
def_92,0.08454293469677969
def_93,0.12797631629185394
def_94,-0.6842015245261346
def_95,-0.9107400716181971
def_96,-0.393677751419897
def_97,-0.5645433863205447
def_98,0.6058079165895478
def_99,1.2989183865261984
